17380.0,17255.0,17840.0,18397.0,15740.0,16652.0,18005.0,16230.0,17225.0,17225.0,16892.0,18217.0,15747.0,17302.0,18702.0,15222.0,17147.0,17957.0,18817.0,16357.0,17215.0,17307.0,16145.0,15857.0,16385.0,17190.0,18345.0,16140.0,17842.0,16725.0,15362.0,16212.0
17310.0,17130.0,17737.0,18290.0,15690.0,16640.0,17935.0,16155.0,17147.0,17132.0,16762.0,18132.0,15625.0,17202.0,18607.0,15232.0,17062.0,17882.0,18705.0,16337.0,17137.0,17225.0,15972.0,15740.0,16465.0,17020.0,18240.0,16020.0,17885.0,16570.0,15285.0,16135.0
17347.0,17197.0,17785.0,18337.0,15745.0,16665.0,17977.0,16190.0,17197.0,17200.0,16850.0,18167.0,15692.0,17277.0,18685.0,15325.0,17102.0,17930.0,18762.0,16430.0,17227.0,17275.0,16035.0,15805.0,16562.0,17077.0,18300.0,16095.0,17977.0,16682.0,15332.0,16177.0
17310.0,17122.0,17725.0,18282.0,15705.0,16572.0,17957.0,16160.0,17127.0,17127.0,16765.0,18120.0,15620.0,17197.0,18620.0,15250.0,17042.0,17877.0,18710.0,16327.0,17165.0,17235.0,15980.0,15732.0,16462.0,17017.0,18247.0,16020.0,17987.0,16560.0,15272.0,16135.0
17327.0,17160.0,17772.0,18307.0,15725.0,16675.0,18000.0,16182.0,17162.0,17187.0,16827.0,18142.0,15660.0,17270.0,18670.0,15262.0,17097.0,17927.0,18755.0,16345.0,17210.0,17277.0,16027.0,15785.0,16432.0,17027.0,18297.0,16090.0,18010.0,16490.0,15320.0,16155.0
17302.0,17107.0,17685.0,18260.0,15695.0,16650.0,17922.0,16152.0,17120.0,17115.0,16752.0,18085.0,15605.0,17230.0,18605.0,15247.0,17040.0,17875.0,18675.0,16270.0,17147.0,17237.0,15975.0,15727.0,16362.0,16942.0,18227.0,16015.0,17900.0,16342.0,15255.0,16120.0
17345.0,17172.0,17737.0,18292.0,15755.0,16712.0,17905.0,16190.0,17185.0,17180.0,16815.0,18132.0,15655.0,17255.0,18642.0,15335.0,17075.0,17907.0,18710.0,16422.0,17210.0,17230.0,16027.0,15785.0,16452.0,16955.0,18272.0,16072.0,17800.0,16410.0,15302.0,16165.0
17340.0,17160.0,17707.0,18265.0,15760.0,16722.0,17855.0,16187.0,17145.0,17155.0,16760.0,18112.0,15625.0,17187.0,18617.0,15282.0,17060.0,17890.0,18687.0,16347.0,17162.0,17220.0,16000.0,15735.0,16380.0,16907.0,18245.0,16015.0,17812.0,16412.0,15270.0,16137.0
17345.0,17147.0,17675.0,18267.0,15730.0,16800.0,17895.0,16202.0,17155.0,17170.0,16817.0,18127.0,15657.0,17192.0,18647.0,15250.0,17062.0,17912.0,18730.0,16327.0,17187.0,17230.0,15947.0,15787.0,16365.0,16962.0,18272.0,16065.0,17860.0,16477.0,15282.0,16142.0
17335.0,17140.0,17670.0,18270.0,15715.0,16770.0,17907.0,16215.0,17145.0,17157.0,16780.0,18122.0,15617.0,17205.0,18635.0,15230.0,17082.0,17895.0,18725.0,16282.0,17185.0,17210.0,15930.0,15780.0,16382.0,16950.0,18275.0,16047.0,17790.0,16425.0,15275.0,16145.0
17347.0,17187.0,17725.0,18272.0,15750.0,16850.0,18007.0,16190.0,17147.0,17185.0,16787.0,18122.0,15660.0,17242.0,18645.0,15215.0,17092.0,17912.0,18715.0,16325.0,17180.0,17197.0,15985.0,15762.0,16507.0,16962.0,18275.0,16045.0,17450.0,16430.0,15287.0,16147.0
17352.0,17217.0,17745.0,18277.0,15772.0,16822.0,18042.0,16185.0,17172.0,17210.0,16837.0,18132.0,15702.0,17267.0,18680.0,15125.0,17087.0,17940.0,18747.0,16362.0,17192.0,17222.0,15975.0,15810.0,16427.0,16995.0,18297.0,16092.0,17380.0,16532.0,15317.0,16170.0
17340.0,17167.0,17680.0,18267.0,15740.0,16707.0,18045.0,16180.0,17137.0,17170.0,16792.0,18120.0,15672.0,17252.0,18665.0,15125.0,17092.0,17912.0,18747.0,16377.0,17160.0,17197.0,15937.0,15782.0,16415.0,17020.0,18285.0,16060.0,17432.0,16550.0,15297.0,16157.0
17365.0,17215.0,17752.0,18310.0,15757.0,16642.0,18022.0,16222.0,17177.0,17212.0,16850.0,18157.0,15705.0,17260.0,18700.0,15172.0,17097.0,17947.0,18790.0,16392.0,17192.0,17250.0,15962.0,15830.0,16567.0,17045.0,18337.0,16110.0,17350.0,16515.0,15337.0,16170.0
17332.0,17187.0,17730.0,18272.0,15735.0,16607.0,17972.0,16185.0,17162.0,17175.0,16800.0,18127.0,15667.0,17247.0,18637.0,15170.0,17090.0,17910.0,18737.0,16320.0,17170.0,17222.0,15910.0,15782.0,16557.0,16987.0,18285.0,16060.0,17240.0,16447.0,15292.0,16135.0
17377.0,17210.0,17700.0,18327.0,15767.0,16702.0,18047.0,16212.0,17185.0,17212.0,16862.0,18182.0,15750.0,17277.0,18700.0,15155.0,17102.0,17960.0,18810.0,16360.0,17212.0,17262.0,15952.0,15820.0,16595.0,16970.0,18340.0,16122.0,17265.0,16522.0,15347.0,16197.0
